batch_column,batch_level_count,cell_count,control_cells_in_dataset,dataset_id,failures,is_control,perturbation_id,status,warnings
,,1,7627,adamson,cell count below threshold: 1 < 50,False,STT3A_pDS010,fail,batch/replicate confounding cannot be assessed
,,522,7627,adamson,,False,STT3A_pDS011,warn,batch/replicate confounding cannot be assessed
,,676,7627,adamson,,False,SYVN1_pDS442,warn,batch/replicate confounding cannot be assessed
,,830,7627,adamson,,False,TARS_pDS405,warn,batch/replicate confounding cannot be assessed
,,711,7627,adamson,,False,TELO2_pDS496,warn,batch/replicate confounding cannot be assessed
,,789,7627,adamson,,False,TIMM23_pDS284,warn,batch/replicate confounding cannot be assessed
,,605,7627,adamson,,False,TIMM44_pDS430,warn,batch/replicate confounding cannot be assessed
,,649,7627,adamson,,False,TMED10_pDS036,warn,batch/replicate confounding cannot be assessed
,,534,7627,adamson,,False,TMED2_pDS175,warn,batch/replicate confounding cannot be assessed
,,488,7627,adamson,,False,TMEM167A_pDS038,warn,batch/replicate confounding cannot be assessed
,,542,7627,adamson,,False,TTI1_pDS407,warn,batch/replicate confounding cannot be assessed
,,682,7627,adamson,,False,TTI2_pDS408,warn,batch/replicate confounding cannot be assessed
,,611,7627,adamson,,False,UFL1_pDS410,warn,batch/replicate confounding cannot be assessed
,,723,7627,adamson,,False,UFM1_pDS040,warn,batch/replicate confounding cannot be assessed
,,28,7627,adamson,cell count below threshold: 28 < 50,False,XBP1_pBA578,fail,batch/replicate confounding cannot be assessed
,,38,7627,adamson,cell count below threshold: 38 < 50,False,XBP1_pBA579,fail,batch/replicate confounding cannot be assessed
,,810,7627,adamson,,False,XRN1_pDS411,warn,batch/replicate confounding cannot be assessed
,,10,7627,adamson,cell count below threshold: 10 < 50,False,YIPF5_pDS001,fail,batch/replicate confounding cannot be assessed
,,860,7627,adamson,,False,YIPF5_pDS186,warn,batch/replicate confounding cannot be assessed
,,587,7627,adamson,,False,YIPF5_pDS226,warn,batch/replicate confounding cannot be assessed
,,7627,7627,adamson,,True,control,control,batch/replicate confounding cannot be assessed
,,5381,5381,dixit,,True,control,control,batch/replicate confounding cannot be assessed
,,900,5381,dixit,,False,p-sgCREB1-2,warn,batch/replicate confounding cannot be assessed
,,911,5381,dixit,,False,p-sgCREB1-4,warn,batch/replicate confounding cannot be assessed
,,902,5381,dixit,,False,p-sgCREB1-5,warn,batch/replicate confounding cannot be assessed
,,864,5381,dixit,,False,p-sgE2F4-6,warn,batch/replicate confounding cannot be assessed
,,832,5381,dixit,,False,p-sgE2F4-7,warn,batch/replicate confounding cannot be assessed
,,805,5381,dixit,,False,p-sgEGR1-2,warn,batch/replicate confounding cannot be assessed
,,643,5381,dixit,,False,p-sgEGR1-3,warn,batch/replicate confounding cannot be assessed
,,827,5381,dixit,,False,p-sgEGR1-4,warn,batch/replicate confounding cannot be assessed
,,805,5381,dixit,,False,p-sgELF1-1,warn,batch/replicate confounding cannot be assessed
,,1443,5381,dixit,,False,p-sgELF1-2,warn,batch/replicate confounding cannot be assessed
,,829,5381,dixit,,False,p-sgELF1-4,warn,batch/replicate confounding cannot be assessed
,,1143,5381,dixit,,False,p-sgELF1-5,warn,batch/replicate confounding cannot be assessed
,,779,5381,dixit,,False,p-sgELK1-1,warn,batch/replicate confounding cannot be assessed
,,1058,5381,dixit,,False,p-sgELK1-6,warn,batch/replicate confounding cannot be assessed
,,896,5381,dixit,,False,p-sgELK1-7,warn,batch/replicate confounding cannot be assessed
,,820,5381,dixit,,False,p-sgETS1-3,warn,batch/replicate confounding cannot be assessed
,,964,5381,dixit,,False,p-sgETS1-5,warn,batch/replicate confounding cannot be assessed
,,1201,5381,dixit,,False,p-sgGABPA-1,warn,batch/replicate confounding cannot be assessed
,,819,5381,dixit,,False,p-sgGABPA-9,warn,batch/replicate confounding cannot be assessed
,,742,5381,dixit,,False,p-sgIRF1-2,warn,batch/replicate confounding cannot be assessed
,,660,5381,dixit,,False,p-sgIRF1-3,warn,batch/replicate confounding cannot be assessed
,,243,5381,dixit,,False,p-sgNR2C2-2,warn,batch/replicate confounding cannot be assessed
,,574,5381,dixit,,False,p-sgNR2C2-3,warn,batch/replicate confounding cannot be assessed
,,999,5381,dixit,,False,p-sgNR2C2-5,warn,batch/replicate confounding cannot be assessed
,,922,5381,dixit,,False,p-sgYY1-10,warn,batch/replicate confounding cannot be assessed
,,1072,5381,dixit,,False,p-sgYY1-3,warn,batch/replicate confounding cannot be assessed
,,558,11855,norman,,False,AHR,warn,batch/replicate confounding cannot be assessed
,,276,11855,norman,,False,AHR_FEV,warn,batch/replicate confounding cannot be assessed
,,481,11855,norman,,False,AHR_KLF1,warn,batch/replicate confounding cannot be assessed
,,232,11855,norman,,False,ARID1A,warn,batch/replicate confounding cannot be assessed
,,495,11855,norman,,False,ARRDC3,warn,batch/replicate confounding cannot be assessed
,,379,11855,norman,,False,ATL1,warn,batch/replicate confounding cannot be assessed
,,1457,11855,norman,,False,BAK1,warn,batch/replicate confounding cannot be assessed
,,582,11855,norman,,False,BCL2L11,warn,batch/replicate confounding cannot be assessed
,,175,11855,norman,,False,BCL2L11_BAK1,warn,batch/replicate confounding cannot be assessed
,,463,11855,norman,,False,BCL2L11_TGFBR2,warn,batch/replicate confounding cannot be assessed
,,533,11855,norman,,False,BCORL1,warn,batch/replicate confounding cannot be assessed
,,464,11855,norman,,False,BPGM,warn,batch/replicate confounding cannot be assessed
,,301,11855,norman,,False,BPGM_SAMD1,warn,batch/replicate confounding cannot be assessed
,,358,11855,norman,,False,BPGM_ZBTB1,warn,batch/replicate confounding cannot be assessed
,,872,11855,norman,,False,C19orf26,warn,batch/replicate confounding cannot be assessed
,,264,11855,norman,,False,C3orf72,warn,batch/replicate confounding cannot be assessed
,,59,11855,norman,,False,C3orf72_FOXL2,warn,batch/replicate confounding cannot be assessed
,,658,11855,norman,,False,CBFA2T3,warn,batch/replicate confounding cannot be assessed
,,663,11855,norman,,False,CBL,warn,batch/replicate confounding cannot be assessed
,,348,11855,norman,,False,CBL_CNN1,warn,batch/replicate confounding cannot be assessed
,,335,11855,norman,,False,CBL_PTPN12,warn,batch/replicate confounding cannot be assessed
,,306,11855,norman,,False,CBL_PTPN9,warn,batch/replicate confounding cannot be assessed
,,188,11855,norman,,False,CBL_TGFBR2,warn,batch/replicate confounding cannot be assessed
,,64,11855,norman,,False,CBL_UBASH3A,warn,batch/replicate confounding cannot be assessed
,,410,11855,norman,,False,CBL_UBASH3B,warn,batch/replicate confounding cannot be assessed
,,360,11855,norman,,False,CDKN1A,warn,batch/replicate confounding cannot be assessed
,,550,11855,norman,,False,CDKN1B,warn,batch/replicate confounding cannot be assessed
,,134,11855,norman,,False,CDKN1B_CDKN1A,warn,batch/replicate confounding cannot be assessed
,,230,11855,norman,,False,CDKN1C,warn,batch/replicate confounding cannot be assessed
,,126,11855,norman,,False,CDKN1C_CDKN1A,warn,batch/replicate confounding cannot be assessed
,,107,11855,norman,,False,CDKN1C_CDKN1B,warn,batch/replicate confounding cannot be assessed
,,460,11855,norman,,False,CEBPA,warn,batch/replicate confounding cannot be assessed
,,488,11855,norman,,False,CEBPB,warn,batch/replicate confounding cannot be assessed
,,64,11855,norman,,False,CEBPB_CEBPA,warn,batch/replicate confounding cannot be assessed
,,412,11855,norman,,False,CEBPB_MAPK1,warn,batch/replicate confounding cannot be assessed
,,211,11855,norman,,False,CEBPB_OSR2,warn,batch/replicate confounding cannot be assessed
,,331,11855,norman,,False,CEBPB_PTPN12,warn,batch/replicate confounding cannot be assessed
,,1233,11855,norman,,False,CEBPE,warn,batch/replicate confounding cannot be assessed
,,180,11855,norman,,False,CEBPE_CEBPA,warn,batch/replicate confounding cannot be assessed
,,114,11855,norman,,False,CEBPE_CEBPB,warn,batch/replicate confounding cannot be assessed
,,237,11855,norman,,False,CEBPE_CNN1,warn,batch/replicate confounding cannot be assessed
,,468,11855,norman,,False,CEBPE_KLF1,warn,batch/replicate confounding cannot be assessed
,,415,11855,norman,,False,CEBPE_PTPN12,warn,batch/replicate confounding cannot be assessed
,,1219,11855,norman,,False,CEBPE_RUNX1T1,warn,batch/replicate confounding cannot be assessed
,,179,11855,norman,,False,CEBPE_SPI1,warn,batch/replicate confounding cannot be assessed
,,475,11855,norman,,False,CELF2,warn,batch/replicate confounding cannot be assessed
,,215,11855,norman,,False,CITED1,warn,batch/replicate confounding cannot be assessed
,,241,11855,norman,,False,CKS1B,warn,batch/replicate confounding cannot be assessed
,,670,11855,norman,,False,CLDN6,warn,batch/replicate confounding cannot be assessed
,,765,11855,norman,,False,CNN1,warn,batch/replicate confounding cannot be assessed
,,398,11855,norman,,False,CNN1_MAPK1,warn,batch/replicate confounding cannot be assessed
,,178,11855,norman,,False,CNN1_UBASH3A,warn,batch/replicate confounding cannot be assessed
,,470,11855,norman,,False,CNNM4,warn,batch/replicate confounding cannot be assessed
,,328,11855,norman,,False,COL1A1,warn,batch/replicate confounding cannot be assessed
,,598,11855,norman,,False,COL2A1,warn,batch/replicate confounding cannot be assessed
,,478,11855,norman,,False,CSRNP1,warn,batch/replicate confounding cannot be assessed
,,732,11855,norman,,False,DLX2,warn,batch/replicate confounding cannot be assessed
,,731,11855,norman,,False,DUSP9,warn,batch/replicate confounding cannot be assessed
,,787,11855,norman,,False,DUSP9_ETS2,warn,batch/replicate confounding cannot be assessed
,,382,11855,norman,,False,DUSP9_IGDCC3,warn,batch/replicate confounding cannot be assessed
,,366,11855,norman,,False,DUSP9_KLF1,warn,batch/replicate confounding cannot be assessed
,,290,11855,norman,,False,DUSP9_MAPK1,warn,batch/replicate confounding cannot be assessed
,,297,11855,norman,,False,DUSP9_PRTG,warn,batch/replicate confounding cannot be assessed
,,183,11855,norman,,False,DUSP9_SNAI1,warn,batch/replicate confounding cannot be assessed
,,322,11855,norman,,False,EGR1,warn,batch/replicate confounding cannot be assessed
,,937,11855,norman,,False,ELMSAN1,warn,batch/replicate confounding cannot be assessed
,,1201,11855,norman,,False,ETS2,warn,batch/replicate confounding cannot be assessed
,,354,11855,norman,,False,ETS2_CEBPE,warn,batch/replicate confounding cannot be assessed
,,905,11855,norman,,False,ETS2_CNN1,warn,batch/replicate confounding cannot be assessed
,,441,11855,norman,,False,ETS2_IGDCC3,warn,batch/replicate confounding cannot be assessed
,,445,11855,norman,,False,ETS2_IKZF3,warn,batch/replicate confounding cannot be assessed
,,324,11855,norman,,False,ETS2_MAP7D1,warn,batch/replicate confounding cannot be assessed
,,459,11855,norman,,False,ETS2_MAPK1,warn,batch/replicate confounding cannot be assessed
,,445,11855,norman,,False,ETS2_PRTG,warn,batch/replicate confounding cannot be assessed
,,704,11855,norman,,False,FEV,warn,batch/replicate confounding cannot be assessed
,,159,11855,norman,,False,FEV_CBFA2T3,warn,batch/replicate confounding cannot be assessed
,,284,11855,norman,,False,FEV_ISL2,warn,batch/replicate confounding cannot be assessed
,,277,11855,norman,,False,FEV_MAP7D1,warn,batch/replicate confounding cannot be assessed
,,630,11855,norman,,False,FOSB,warn,batch/replicate confounding cannot be assessed
,,71,11855,norman,,False,FOSB_CEBPB,warn,batch/replicate confounding cannot be assessed
,,151,11855,norman,,False,FOSB_CEBPE,warn,batch/replicate confounding cannot be assessed
,,247,11855,norman,,False,FOSB_IKZF3,warn,batch/replicate confounding cannot be assessed
,,382,11855,norman,,False,FOSB_OSR2,warn,batch/replicate confounding cannot be assessed
,,345,11855,norman,,False,FOSB_PTPN12,warn,batch/replicate confounding cannot be assessed
,,426,11855,norman,,False,FOSB_UBASH3B,warn,batch/replicate confounding cannot be assessed
,,851,11855,norman,,False,FOXA1,warn,batch/replicate confounding cannot be assessed
,,272,11855,norman,,False,FOXA1_FOXF1,warn,batch/replicate confounding cannot be assessed
,,192,11855,norman,,False,FOXA1_FOXL2,warn,batch/replicate confounding cannot be assessed
,,295,11855,norman,,False,FOXA1_HOXB9,warn,batch/replicate confounding cannot be assessed
,,494,11855,norman,,False,FOXA3,warn,batch/replicate confounding cannot be assessed
,,216,11855,norman,,False,FOXA3_FOXA1,warn,batch/replicate confounding cannot be assessed
,,175,11855,norman,,False,FOXA3_FOXF1,warn,batch/replicate confounding cannot be assessed
,,130,11855,norman,,False,FOXA3_FOXL2,warn,batch/replicate confounding cannot be assessed
,,329,11855,norman,,False,FOXA3_HOXB9,warn,batch/replicate confounding cannot be assessed
,,874,11855,norman,,False,FOXF1,warn,batch/replicate confounding cannot be assessed
,,192,11855,norman,,False,FOXF1_FOXL2,warn,batch/replicate confounding cannot be assessed
,,200,11855,norman,,False,FOXF1_HOXB9,warn,batch/replicate confounding cannot be assessed
,,652,11855,norman,,False,FOXL2,warn,batch/replicate confounding cannot be assessed
,,96,11855,norman,,False,FOXL2_HOXB9,warn,batch/replicate confounding cannot be assessed
,,193,11855,norman,,False,FOXL2_MEIS1,warn,batch/replicate confounding cannot be assessed
,,215,11855,norman,,False,FOXO4,warn,batch/replicate confounding cannot be assessed
,,463,11855,norman,,False,GLB1L2,warn,batch/replicate confounding cannot be assessed
,,126,11855,norman,,False,HES7,warn,batch/replicate confounding cannot be assessed
,,303,11855,norman,,False,HK2,warn,batch/replicate confounding cannot be assessed
,,237,11855,norman,,False,HNF4A,warn,batch/replicate confounding cannot be assessed
,,274,11855,norman,,False,HOXA13,warn,batch/replicate confounding cannot be assessed
,,701,11855,norman,,False,HOXB9,warn,batch/replicate confounding cannot be assessed
,,385,11855,norman,,False,HOXC13,warn,batch/replicate confounding cannot be assessed
,,405,11855,norman,,False,IER5L,warn,batch/replicate confounding cannot be assessed
,,613,11855,norman,,False,IGDCC3,warn,batch/replicate confounding cannot be assessed
,,368,11855,norman,,False,IGDCC3_MAPK1,warn,batch/replicate confounding cannot be assessed
,,140,11855,norman,,False,IGDCC3_PRTG,warn,batch/replicate confounding cannot be assessed
,,141,11855,norman,,False,IGDCC3_ZBTB25,warn,batch/replicate confounding cannot be assessed
,,681,11855,norman,,False,IKZF3,warn,batch/replicate confounding cannot be assessed
,,427,11855,norman,,False,IRF1,warn,batch/replicate confounding cannot be assessed
,,444,11855,norman,,False,IRF1_SET,warn,batch/replicate confounding cannot be assessed
,,582,11855,norman,,False,ISL2,warn,batch/replicate confounding cannot be assessed
,,266,11855,norman,,False,JUN,warn,batch/replicate confounding cannot be assessed
,,54,11855,norman,,False,JUN_CEBPA,warn,batch/replicate confounding cannot be assessed
,,59,11855,norman,,False,JUN_CEBPB,warn,batch/replicate confounding cannot be assessed
,,278,11855,norman,,False,KIAA1804,warn,batch/replicate confounding cannot be assessed
,,254,11855,norman,,False,KIF18B,warn,batch/replicate confounding cannot be assessed
,,96,11855,norman,,False,KIF18B_KIF2C,warn,batch/replicate confounding cannot be assessed
,,634,11855,norman,,False,KIF2C,warn,batch/replicate confounding cannot be assessed
,,1960,11855,norman,,False,KLF1,warn,batch/replicate confounding cannot be assessed
,,395,11855,norman,,False,KLF1_BAK1,warn,batch/replicate confounding cannot be assessed
,,311,11855,norman,,False,KLF1_CEBPA,warn,batch/replicate confounding cannot be assessed
,,237,11855,norman,,False,KLF1_CLDN6,warn,batch/replicate confounding cannot be assessed
,,298,11855,norman,,False,KLF1_COL2A1,warn,batch/replicate confounding cannot be assessed
,,361,11855,norman,,False,KLF1_FOXA1,warn,batch/replicate confounding cannot be assessed
,,263,11855,norman,,False,KLF1_MAP2K6,warn,batch/replicate confounding cannot be assessed
,,337,11855,norman,,False,KLF1_TGFBR2,warn,batch/replicate confounding cannot be assessed
,,241,11855,norman,,False,KMT2A,warn,batch/replicate confounding cannot be assessed
,,375,11855,norman,,False,LHX1,warn,batch/replicate confounding cannot be assessed
,,647,11855,norman,,False,LHX1_ELMSAN1,warn,batch/replicate confounding cannot be assessed
,,432,11855,norman,,False,LYL1,warn,batch/replicate confounding cannot be assessed
,,192,11855,norman,,False,LYL1_CEBPB,warn,batch/replicate confounding cannot be assessed
,,623,11855,norman,,False,LYL1_IER5L,warn,batch/replicate confounding cannot be assessed
,,626,11855,norman,,False,MAML2,warn,batch/replicate confounding cannot be assessed
,,579,11855,norman,,False,MAP2K3,warn,batch/replicate confounding cannot be assessed
,,581,11855,norman,,False,MAP2K3_ELMSAN1,warn,batch/replicate confounding cannot be assessed
,,261,11855,norman,,False,MAP2K3_IKZF3,warn,batch/replicate confounding cannot be assessed
,,571,11855,norman,,False,MAP2K3_MAP2K6,warn,batch/replicate confounding cannot be assessed
,,338,11855,norman,,False,MAP2K3_SLC38A2,warn,batch/replicate confounding cannot be assessed
,,878,11855,norman,,False,MAP2K6,warn,batch/replicate confounding cannot be assessed
,,451,11855,norman,,False,MAP2K6_ELMSAN1,warn,batch/replicate confounding cannot be assessed
,,300,11855,norman,,False,MAP2K6_IKZF3,warn,batch/replicate confounding cannot be assessed
,,302,11855,norman,,False,MAP2K6_SPI1,warn,batch/replicate confounding cannot be assessed
,,363,11855,norman,,False,MAP4K3,warn,batch/replicate confounding cannot be assessed
,,366,11855,norman,,False,MAP4K5,warn,batch/replicate confounding cannot be assessed
,,751,11855,norman,,False,MAP7D1,warn,batch/replicate confounding cannot be assessed
,,765,11855,norman,,False,MAPK1,warn,batch/replicate confounding cannot be assessed
,,302,11855,norman,,False,MAPK1_IKZF3,warn,batch/replicate confounding cannot be assessed
,,500,11855,norman,,False,MAPK1_PRTG,warn,batch/replicate confounding cannot be assessed
,,497,11855,norman,,False,MAPK1_TGFBR2,warn,batch/replicate confounding cannot be assessed
,,776,11855,norman,,False,MEIS1,warn,batch/replicate confounding cannot be assessed
,,298,11855,norman,,False,MIDN,warn,batch/replicate confounding cannot be assessed
,,237,11855,norman,,False,NCL,warn,batch/replicate confounding cannot be assessed
,,192,11855,norman,,False,NIT1,warn,batch/replicate confounding cannot be assessed
,,1003,11855,norman,,False,OSR2,warn,batch/replicate confounding cannot be assessed
,,113,11855,norman,,False,PLK4,warn,batch/replicate confounding cannot be assessed
,,81,11855,norman,,False,PLK4_STIL,warn,batch/replicate confounding cannot be assessed
,,359,11855,norman,,False,POU3F2,warn,batch/replicate confounding cannot be assessed
,,216,11855,norman,,False,POU3F2_CBFA2T3,warn,batch/replicate confounding cannot be assessed
,,309,11855,norman,,False,POU3F2_FOXL2,warn,batch/replicate confounding cannot be assessed
,,297,11855,norman,,False,PRDM1,warn,batch/replicate confounding cannot be assessed
,,106,11855,norman,,False,PRDM1_CBFA2T3,warn,batch/replicate confounding cannot be assessed
,,685,11855,norman,,False,PRTG,warn,batch/replicate confounding cannot be assessed
,,419,11855,norman,,False,PTPN1,warn,batch/replicate confounding cannot be assessed
,,445,11855,norman,,False,PTPN12,warn,batch/replicate confounding cannot be assessed
,,339,11855,norman,,False,PTPN12_OSR2,warn,batch/replicate confounding cannot be assessed
,,364,11855,norman,,False,PTPN12_PTPN9,warn,batch/replicate confounding cannot be assessed
,,283,11855,norman,,False,PTPN12_SNAI1,warn,batch/replicate confounding cannot be assessed
,,311,11855,norman,,False,PTPN12_UBASH3A,warn,batch/replicate confounding cannot be assessed
,,303,11855,norman,,False,PTPN12_ZBTB25,warn,batch/replicate confounding cannot be assessed
,,270,11855,norman,,False,PTPN13,warn,batch/replicate confounding cannot be assessed
